transaction_id,customer_id,age,gender,credit_score,account_balance,account_age_days,transaction_amount,transaction_type,merchant_category,hour_of_day,day_of_week,num_transactions_24h,distance_from_home_km,is_foreign_transaction,pin_attempts,velocity_score,days_since_last_transaction,is_fraud
TXN0010159,CUST92282,49,Male,660,1872.0,981,9.23,Online Purchase,Retail,23,1,1,83.03,0,1,15.64,1.9,0
TXN0010160,CUST74557,58,Male,792,370476.82,2697,227.74,Transfer,Online Services,22,0,3,7.96,0,2,46.68,1.6,0
TXN0010161,CUST85753,21,Female,829,158.98,1638,3171.4,Debit,Retail,6,5,4,11.33,0,1,18.42,0.3,0
TXN0010162,CUST25701,39,Male,735,2875.48,3763,64.49,Transfer,Online Services,4,4,4,47.64,0,1,81.43,6.3,0
TXN0010163,CUST47284,45,Female,802,11580.38,4903,5.04,Debit,Healthcare,1,4,6,54.79,0,2,29.9,1.4,0
TXN0010164,CUST62321,40,Female,757,167.59,2673,333.95,Debit,ATM,0,2,6,26.32,0,1,51.36,2.6,0
TXN0010165,CUST49088,18,Female,718,1267.97,3203,3.7,Credit,Food & Dining,18,3,4,79.38,0,1,49.61,0.0,0
TXN0010166,CUST47502,49,Female,822,178580.25,4391,16.27,Transfer,Retail,21,1,5,70.54,0,1,9.82,0.6,0
TXN0010167,CUST42380,63,Male,523,6679.46,4208,57.15,Debit,Healthcare,4,1,2,23.5,0,1,6.33,5.2,0
TXN0010168,CUST14642,43,Female,591,1747.58,4371,665.01,Withdrawal,Food & Dining,6,4,7,19.53,0,1,56.51,2.5,0
TXN0010169,CUST87149,27,Female,576,7178.5,840,120.65,Transfer,Food & Dining,7,4,4,14.9,0,1,73.92,0.3,0
TXN0010170,CUST93975,34,Male,632,1741.59,1040,30.71,Debit,Retail,2,3,2,8.34,0,1,56.15,5.6,0
TXN0010171,CUST17276,66,Male,739,107209.36,4796,31.76,Transfer,Retail,6,5,4,7.3,0,1,5.91,2.8,0
TXN0010172,CUST47223,54,Female,544,825.63,1880,12.78,Credit,Online Services,1,3,4,42.12,0,1,5.55,0.5,0
TXN0010173,CUST56604,50,Male,719,1917.88,1171,34.75,Transfer,Retail,21,3,5,15.57,0,1,82.73,3.6,0
TXN0010174,CUST80552,46,Female,601,334.96,4753,61.34,Online Purchase,Retail,10,1,2,86.33,0,2,90.09,0.3,0
TXN0010175,CUST98806,32,Male,627,2887.65,736,101.18,Debit,Food & Dining,15,4,4,41.6,0,1,64.51,1.0,0
TXN0010176,CUST47467,39,Male,686,3589.55,4060,275.89,Transfer,Utilities,0,5,0,25.25,0,1,14.04,0.5,0
TXN0010177,CUST77402,40,Female,846,42283.54,4106,127.31,Debit,Travel,14,0,3,116.75,0,1,25.46,0.5,0
TXN0010178,CUST94361,49,Male,588,788.3,3938,10.62,Debit,Online Services,19,5,1,30.8,0,1,82.52,7.3,0
TXN0010179,CUST84725,63,Female,656,11737.35,4324,2.36,Online Purchase,Online Services,18,3,6,23.04,0,1,27.14,1.2,0
TXN0010180,CUST36142,57,Male,548,5745.14,796,28.87,Withdrawal,Utilities,6,6,13,26.57,1,1,67.56,2.2,0
TXN0010181,CUST83573,22,Male,587,162.96,1130,3541.92,Transfer,Online Services,1,5,6,24.91,0,1,56.47,3.1,1
TXN0010182,CUST47100,45,Female,547,1332.03,1500,49.6,Debit,Retail,4,5,6,9.9,0,2,48.78,0.8,0
TXN0010183,CUST11576,52,Female,691,1240.03,3527,123.82,Debit,Retail,22,5,7,35.11,0,1,7.79,2.5,0
TXN0010184,CUST78297,50,Female,710,101668.31,1724,7.18,Transfer,Online Services,14,3,3,38.07,0,1,42.06,0.8,0
TXN0010185,CUST85185,33,Female,739,13125.45,2255,32.83,Transfer,Retail,23,4,3,166.39,1,1,66.42,0.4,1
TXN0010186,CUST40929,82,Female,583,6376.7,1502,280.84,Transfer,ATM,3,6,0,92.7,0,1,51.48,2.7,0
TXN0010187,CUST50583,24,Female,719,2.16,1219,233.91,Withdrawal,ATM,20,0,4,2.53,0,1,17.83,0.4,0
TXN0010188,CUST42791,26,Male,677,158.4,1918,92.93,Debit,Food & Dining,11,1,5,26.43,0,1,25.87,1.4,0
TXN0010189,CUST20532,45,Female,658,18215.32,4423,185.79,Debit,Food & Dining,21,1,8,1.72,0,1,56.11,1.2,0
TXN0010190,CUST99533,71,Male,530,20083.97,4505,935.46,Debit,Retail,14,6,4,33.01,0,1,85.7,0.4,0
TXN0010191,CUST12035,30,Male,681,1292.01,196,122.29,Debit,Utilities,9,5,3,1.76,0,1,44.6,0.4,0
TXN0010192,CUST60004,38,Male,684,5165.83,3655,1768.29,Credit,Travel,23,0,5,42.93,0,1,63.26,0.3,0
TXN0010193,CUST11343,57,Male,675,4546.78,2439,178.46,Debit,Online Services,14,1,3,32.01,0,1,35.4,6.4,0
TXN0010194,CUST72043,41,Female,708,6667.52,4966,28.36,Transfer,Retail,17,6,0,29.15,0,1,32.91,2.6,0
TXN0010195,CUST91075,37,Male,740,2515.92,3555,21.93,Withdrawal,Travel,11,1,3,13.22,1,1,74.58,1.9,0
TXN0010196,CUST67910,49,Male,546,21325.59,4629,48.69,Withdrawal,Online Services,12,3,0,29.79,0,1,57.33,1.9,0
TXN0010197,CUST64554,45,Male,641,35990.04,2836,73.15,Withdrawal,Travel,12,2,3,49.13,0,1,86.68,0.6,0
TXN0010198,CUST84512,56,Male,720,873.66,4582,520.95,Transfer,Food & Dining,11,6,5,39.95,0,1,9.44,6.4,0
TXN0010199,CUST97680,60,Female,636,572.57,888,892.32,Withdrawal,Gambling,23,4,4,6.88,0,1,77.6,0.2,0
TXN0010200,CUST87563,46,Male,768,1172.62,954,59.92,Debit,Healthcare,18,3,2,31.05,0,1,8.98,0.1,0
TXN0010201,CUST30827,46,Male,674,5365.22,4833,216.22,Transfer,Online Services,23,4,2,1.34,0,1,25.69,0.6,0
TXN0010202,CUST60692,44,Male,453,9322.04,1718,135.02,Transfer,Travel,13,2,7,9.08,0,1,80.42,0.0,0
TXN0010203,CUST83692,48,Male,755,20316.93,1837,66.18,Transfer,ATM,9,4,1,0.72,0,1,33.83,4.7,0
TXN0010204,CUST36509,42,Female,652,28241.83,2262,185.36,Withdrawal,Food & Dining,12,0,3,6.17,0,1,44.86,2.1,0
TXN0010205,CUST70767,41,Male,473,9437.13,447,259.47,Online Purchase,Food & Dining,20,3,4,24.59,0,1,66.17,1.8,0
TXN0010206,CUST12051,58,Male,637,7429.88,744,3861.67,Withdrawal,Travel,20,3,3,100.46,0,1,78.54,1.5,0
TXN0010207,CUST88959,63,Male,528,95608.01,2854,1942.35,Online Purchase,Food & Dining,15,2,2,11.57,0,1,79.39,0.5,0
TXN0010208,CUST65295,20,Male,746,4959.2,4920,942.6,Transfer,Retail,22,6,1,27.95,0,2,45.99,0.6,0
TXN0010209,CUST76879,42,Other,661,14215.44,152,59.71,Debit,Food & Dining,13,5,1,23.54,0,1,64.08,1.1,0
TXN0010210,CUST84291,32,Male,565,8746.93,3338,12.75,Transfer,Online Services,5,0,6,33.87,0,1,48.72,0.5,0
TXN0010211,CUST29689,37,Female,752,3598.47,3545,206.08,Online Purchase,Travel,3,1,5,17.39,0,1,26.96,1.4,0
TXN0010212,CUST50548,47,Female,714,3641.47,1480,3.65,Withdrawal,ATM,17,2,4,169.19,0,1,71.08,5.2,0
TXN0010213,CUST87277,51,Male,639,53078.23,90,76.12,Online Purchase,Retail,9,4,4,42.8,0,1,93.36,2.9,0
TXN0010214,CUST24823,40,Other,530,4177.99,2989,217.88,Debit,Retail,2,2,2,17.51,0,1,73.9,1.3,0
TXN0010215,CUST84020,18,Female,574,2605.02,4217,13.88,Debit,Gambling,13,5,1,35.45,0,1,39.12,0.2,0
TXN0010216,CUST35927,28,Female,572,1304.14,927,154.09,Debit,ATM,16,5,5,11.67,0,1,66.89,1.8,0
TXN0010217,CUST61795,54,Male,745,10515.06,4359,413.01,Credit,Online Services,1,0,7,78.63,0,1,79.1,6.3,0
TXN0010218,CUST55898,18,Female,483,1955.01,999,78.61,Debit,Food & Dining,16,3,4,11.13,0,1,99.49,1.8,0
TXN0010219,CUST71783,58,Male,659,8930.52,2608,103.91,Online Purchase,ATM,23,5,4,15.78,0,1,26.41,0.6,0
TXN0010220,CUST85300,49,Male,637,6767.61,817,342.71,Withdrawal,Online Services,0,4,2,4.86,0,1,71.28,2.6,0
TXN0010221,CUST41407,60,Female,776,2277.2,1049,2004.84,Debit,ATM,15,1,4,29.75,0,2,44.89,1.3,0
TXN0010222,CUST25457,39,Female,690,398.6,1683,137.08,Debit,Utilities,0,1,5,63.43,0,3,82.92,0.6,0
TXN0010223,CUST48054,18,Male,722,770.77,1290,307.73,Transfer,Travel,9,1,6,17.25,0,1,62.1,4.0,0
TXN0010224,CUST65092,48,Female,608,1023.14,3792,53.45,Online Purchase,Travel,4,0,5,44.83,0,1,17.33,2.0,0
TXN0010225,CUST77539,59,Female,532,806.53,3392,315.89,Debit,Online Services,15,3,0,15.65,0,1,91.04,3.3,0
TXN0010226,CUST77802,54,Male,629,11153.2,2701,330.83,Credit,Healthcare,1,3,3,5.95,0,1,53.31,0.3,0
TXN0010227,CUST40596,32,Male,748,226956.95,2319,221.32,Debit,ATM,13,2,4,57.48,0,1,90.68,0.2,0
TXN0010228,CUST94243,43,Male,748,1959.06,4417,2025.14,Debit,Retail,11,0,5,46.28,0,1,96.9,4.0,0
TXN0010229,CUST17485,34,Female,618,2460.96,2514,56.51,Withdrawal,Food & Dining,10,6,4,194.51,0,1,42.4,0.5,0
TXN0010230,CUST20503,30,Female,572,1716.0,789,97.06,Withdrawal,ATM,21,0,7,67.03,0,1,22.23,0.1,0
TXN0010231,CUST12229,55,Male,550,23013.08,3155,1194.89,Online Purchase,Retail,8,4,1,41.94,0,1,69.1,1.0,0
TXN0010232,CUST93374,25,Female,650,10587.64,4175,53.35,Transfer,Gambling,17,6,3,13.32,0,1,22.58,3.1,0
TXN0010233,CUST26210,29,Female,679,4769.85,2871,394.59,Debit,Utilities,15,1,3,74.46,0,1,57.12,3.4,0
TXN0010234,CUST64131,26,Female,824,553.58,2876,2533.38,Credit,Food & Dining,10,1,5,57.15,0,1,87.97,0.4,0
TXN0010235,CUST83164,21,Male,678,860.94,3614,389.37,Credit,Online Services,7,2,3,38.11,0,1,14.5,0.3,0
TXN0010236,CUST79002,44,Female,731,6738.07,2036,204.45,Debit,Food & Dining,2,5,4,79.33,0,1,52.11,1.1,0
TXN0010237,CUST95395,58,Female,580,7346.04,3278,69.0,Transfer,Gambling,18,5,5,13.8,0,1,26.21,1.6,0
TXN0010238,CUST14839,39,Male,669,4774.3,2736,745.18,Debit,Utilities,15,1,3,63.69,0,1,51.12,1.1,0
TXN0010239,CUST46636,20,Male,680,16266.59,2902,15.03,Online Purchase,Food & Dining,7,1,6,31.2,0,1,5.94,1.3,0
TXN0010240,CUST55552,53,Female,649,544.22,2267,6.85,Debit,Healthcare,11,1,3,2.11,1,1,5.38,1.9,0
TXN0010241,CUST72652,65,Male,662,8488.45,1513,18.36,Credit,Food & Dining,18,3,9,17.66,0,1,43.62,0.0,0
TXN0010242,CUST66036,32,Female,678,7680.0,4900,97.78,Debit,Food & Dining,13,5,4,143.62,0,1,65.21,1.6,0
TXN0010243,CUST60394,35,Male,716,876.3,1041,11.34,Credit,Online Services,2,2,10,22.55,0,1,92.22,0.4,0
TXN0010244,CUST37614,49,Male,791,1654.38,326,5083.16,Transfer,Food & Dining,11,1,2,27.08,0,1,78.34,3.0,0
TXN0010245,CUST19582,64,Male,420,17113.67,1805,21.13,Transfer,Food & Dining,17,0,1,226.28,0,1,8.24,1.8,0
TXN0010246,CUST48848,34,Male,785,633.04,40,473.51,Credit,Retail,12,5,2,43.76,0,1,25.29,0.5,0
TXN0010247,CUST33368,23,Male,480,414483.28,3278,25.95,Withdrawal,Retail,17,0,1,93.95,0,1,80.28,1.8,0
TXN0010248,CUST59886,50,Female,698,13364.68,4937,89.39,Transfer,ATM,5,0,0,54.71,0,1,46.35,0.7,0
TXN0010249,CUST81740,53,Male,850,4432.83,3243,106.58,Online Purchase,Food & Dining,20,4,4,9.38,0,1,53.94,0.2,0
TXN0010250,CUST59728,42,Female,660,3121.68,2596,13.22,Debit,Online Services,5,0,5,55.52,0,1,73.0,0.1,0
TXN0010251,CUST62473,34,Female,684,20307.85,4569,93.69,Debit,Food & Dining,12,1,1,12.65,0,1,90.63,5.7,0
TXN0010252,CUST13767,55,Male,631,2343.9,3637,1216.52,Withdrawal,Food & Dining,6,0,4,23.43,0,1,20.93,5.3,0
TXN0010253,CUST68017,49,Male,737,2523.57,929,69.4,Transfer,Food & Dining,3,0,0,14.27,0,1,93.46,1.0,0
TXN0010254,CUST49552,31,Female,704,67148.3,3035,142.8,Credit,Retail,22,6,2,37.16,0,1,18.46,1.2,0
TXN0010255,CUST21132,42,Male,591,2103.15,1060,166.61,Credit,Online Services,6,2,5,6.08,0,1,29.41,0.3,0
TXN0010256,CUST29243,23,Male,652,6278.88,4563,183.66,Transfer,Travel,15,4,4,22.82,0,2,27.0,1.1,0
TXN0010257,CUST80266,51,Female,544,1250.9,1510,3.85,Debit,Retail,11,1,9,3.31,0,1,3.6,0.3,0
TXN0010258,CUST92501,38,Male,652,7834.35,1791,373.59,Withdrawal,Gambling,2,5,4,1.32,0,1,53.0,6.2,0
TXN0010259,CUST55694,35,Male,619,13976.13,4988,249.31,Credit,Retail,1,3,9,36.54,1,2,7.26,2.2,0
TXN0010260,CUST97891,41,Female,679,101641.98,644,102.51,Credit,Retail,2,1,3,29.62,0,1,1.17,0.1,1
TXN0010261,CUST26203,42,Female,588,909.39,4228,1069.35,Withdrawal,Healthcare,4,2,5,3.28,0,1,53.23,1.1,0
TXN0010262,CUST36967,54,Male,641,362.79,4785,662.37,Transfer,Retail,20,1,1,42.4,0,1,11.61,0.4,0
TXN0010263,CUST93705,50,Female,665,3040.5,1239,190.83,Withdrawal,Online Services,10,1,7,21.18,0,1,60.03,0.2,0
TXN0010264,CUST25766,39,Female,673,1618.4,4813,39.52,Online Purchase,Online Services,17,6,5,17.51,0,1,16.52,1.5,0
TXN0010265,CUST69343,52,Female,694,4780.0,4023,61.78,Online Purchase,Travel,6,3,4,49.03,0,1,11.31,2.7,0
TXN0010266,CUST29755,47,Male,646,12576.42,1981,76.85,Credit,Retail,1,2,3,23.65,1,1,86.93,2.2,0
TXN0010267,CUST39805,36,Other,580,289827.6,325,272.75,Debit,Food & Dining,7,2,4,6.72,0,1,82.0,2.3,1
TXN0010268,CUST52997,40,Male,673,2180.54,551,89.45,Debit,Retail,23,6,2,44.7,0,1,7.88,1.7,0
TXN0010269,CUST42398,39,Female,645,91.95,715,145.46,Withdrawal,Healthcare,0,1,4,22.18,0,1,36.53,0.1,0
TXN0010270,CUST88704,49,Male,775,3202.36,3645,10.84,Debit,Retail,19,1,8,13.34,0,1,12.04,0.7,0
TXN0010271,CUST97550,36,Female,789,9236.79,1650,415.51,Credit,Retail,15,4,5,9.63,0,1,56.0,0.2,0
TXN0010272,CUST55002,36,Male,516,858.05,4039,820.6,Transfer,Retail,14,5,7,99.65,0,1,4.28,2.6,0
TXN0010273,CUST57269,69,Male,731,7484.79,534,47.09,Online Purchase,Online Services,2,3,4,11.13,0,2,68.42,1.1,0
TXN0010274,CUST14985,55,Female,753,6294.72,3494,40.97,Debit,ATM,17,0,3,53.56,0,1,55.21,0.7,0
TXN0010275,CUST31078,31,Male,519,7845.8,4773,28.61,Debit,Online Services,1,6,6,9.05,0,1,89.71,6.8,0
TXN0010276,CUST13589,49,Male,727,20422.23,657,2788.66,Debit,Food & Dining,4,0,3,11.94,0,1,7.02,3.5,0
TXN0010277,CUST87097,43,Female,761,4235.07,980,394.11,Debit,Online Services,14,4,9,21.65,0,1,87.52,1.0,0
TXN0010278,CUST30464,47,Female,562,13168.3,2832,85.33,Online Purchase,Online Services,6,0,2,53.45,0,1,1.17,0.1,0
TXN0010279,CUST40656,43,Male,639,192.84,1803,30.51,Debit,Healthcare,22,2,3,46.59,0,1,44.83,0.4,0
TXN0010280,CUST85848,58,Male,685,869.33,840,14.39,Withdrawal,Food & Dining,16,1,4,20.05,0,1,81.36,0.2,0
TXN0010281,CUST74195,46,Female,726,2657.76,1896,383.17,Debit,Retail,23,0,3,26.91,0,1,19.74,1.0,0
TXN0010282,CUST65932,41,Female,558,804.94,85,56.24,Debit,Retail,5,1,2,0.8,0,1,66.32,3.6,1
TXN0010283,CUST13462,56,Male,789,4973.47,4289,205.35,Debit,Gambling,9,6,3,9.38,0,1,55.61,1.6,0
TXN0010284,CUST60665,45,Female,445,2647.21,3900,1112.46,Debit,Utilities,23,3,5,47.94,0,3,68.93,0.1,0
TXN0010285,CUST60479,43,Female,807,2166.26,2566,14.58,Debit,Online Services,10,5,3,51.39,0,1,36.85,0.6,0
TXN0010286,CUST38706,46,Male,724,24121.25,2085,29.01,Debit,Online Services,12,4,3,4.24,0,1,4.13,3.0,0
TXN0010287,CUST77042,40,Male,597,5715.17,176,232.02,Withdrawal,Travel,3,1,5,85.7,0,1,63.58,2.2,0
TXN0010288,CUST93647,42,Male,758,698.77,2143,61.98,Debit,Retail,21,2,6,31.2,0,1,29.53,0.8,0
TXN0010289,CUST33312,33,Female,551,1659.08,2216,67.66,Debit,Retail,0,2,5,13.36,0,2,31.48,1.5,0
TXN0010290,CUST39805,31,Male,677,19068.57,4320,403.81,Debit,Food & Dining,10,3,5,44.34,0,1,17.19,0.1,0
TXN0010291,CUST39009,28,Male,690,7040.8,2366,346.26,Withdrawal,Online Services,10,1,8,47.69,0,3,3.61,1.9,0
TXN0010292,CUST85144,22,Female,690,42306.34,487,48.85,Debit,ATM,3,4,4,13.25,0,1,32.24,2.8,0
TXN0010293,CUST16999,29,Male,574,22557.42,4554,34.07,Transfer,Retail,5,4,2,32.18,0,1,76.25,1.5,0
TXN0010294,CUST90630,39,Female,611,2439.82,224,80.38,Debit,Retail,6,5,6,31.92,0,1,79.24,0.8,0
TXN0010295,CUST79752,43,Male,678,65115.33,324,687.86,Credit,Travel,9,4,2,78.39,0,1,71.72,0.2,0
TXN0010296,CUST53499,38,Female,586,75513.56,3522,4.84,Transfer,ATM,4,2,5,111.46,0,1,8.08,0.5,0
TXN0010297,CUST62516,18,Male,694,197.6,2127,74.18,Withdrawal,Healthcare,2,2,4,41.06,0,1,20.34,0.5,0
TXN0010298,CUST90485,64,Male,598,5204.12,4945,281.64,Debit,Food & Dining,15,3,2,227.35,0,1,8.06,1.1,0
TXN0010299,CUST79284,57,Female,773,1826.74,187,30.01,Credit,Retail,8,2,4,18.99,0,1,59.11,0.0,0
TXN0010300,CUST34912,48,Female,833,3075.26,4246,7.61,Transfer,Online Services,13,0,5,24.2,0,1,36.5,1.5,0
TXN0010301,CUST14535,68,Female,632,1131.08,2655,13.15,Debit,Retail,23,0,1,0.53,0,1,49.57,0.2,0
TXN0010302,CUST69258,28,Female,764,902.75,130,169.77,Debit,ATM,0,4,4,4.16,0,1,23.25,1.2,0
TXN0010303,CUST23122,68,Female,642,24887.27,1348,77.44,Transfer,ATM,1,3,6,112.09,0,1,53.85,2.9,0
TXN0010304,CUST17916,28,Female,563,600.34,2873,2.99,Online Purchase,Food & Dining,17,4,3,5.0,0,2,87.43,2.4,0
TXN0010305,CUST98405,45,Female,619,5814.08,900,37.14,Online Purchase,Retail,21,4,5,30.78,0,1,86.18,1.0,0
TXN0010306,CUST52653,24,Female,674,433.35,4367,896.99,Transfer,Retail,8,6,0,95.04,0,1,8.86,1.1,0
TXN0010307,CUST68575,42,Female,472,48287.62,2223,80.92,Credit,Gambling,23,2,4,60.84,0,1,48.4,4.4,0
TXN0010308,CUST29559,47,Female,732,5187.78,1727,254.9,Transfer,Healthcare,5,0,6,7.93,0,1,62.22,0.1,0
TXN0010309,CUST19152,39,Male,674,18798.38,726,76.22,Withdrawal,Food & Dining,5,3,3,49.06,1,1,50.26,0.8,0
TXN0010310,CUST15648,51,Male,773,6982.7,2445,389.96,Debit,Retail,21,0,3,8.01,0,1,87.98,0.4,0
TXN0010311,CUST41892,43,Male,730,3115.55,1646,260.05,Withdrawal,ATM,4,5,1,56.17,0,1,66.55,3.4,0
TXN0010312,CUST10335,34,Female,677,5558.41,1987,93.45,Transfer,Online Services,16,2,4,176.28,0,1,19.5,6.0,0
TXN0010313,CUST47804,34,Female,626,74102.17,3132,18.35,Debit,Retail,21,2,6,36.8,0,1,11.78,2.3,0
TXN0010314,CUST39227,53,Female,829,977.14,1446,199.02,Withdrawal,Retail,16,1,4,6.57,0,1,71.52,1.0,0
TXN0010315,CUST57414,32,Male,850,49.96,2880,7.49,Debit,Food & Dining,7,5,1,15.94,0,1,35.49,4.5,0
TXN0010316,CUST63057,54,Male,628,1192.3,4386,219.55,Online Purchase,Retail,13,5,3,7.8,0,1,29.01,3.0,0
TXN0010317,CUST37758,59,Female,777,557.6,697,436.84,Credit,ATM,6,2,3,133.32,0,1,97.62,2.4,0
TXN0010318,CUST50970,18,Female,588,28069.14,917,37.0,Withdrawal,Retail,19,6,4,21.21,0,1,42.15,1.1,0
TXN0010319,CUST17028,57,Male,601,3582.04,4935,11.23,Debit,Online Services,6,2,3,20.97,0,2,94.94,1.1,0
TXN0010320,CUST37158,70,Female,623,21794.48,2902,533.29,Transfer,Online Services,22,0,2,4.13,0,1,15.29,0.3,0
TXN0010321,CUST98036,45,Male,738,5205.16,3843,91.79,Debit,Retail,22,3,0,2.27,0,1,52.56,1.3,0
TXN0010322,CUST99207,50,Male,548,4992.12,4976,66.02,Debit,Retail,19,6,3,68.11,0,1,38.43,0.8,1
TXN0010323,CUST53722,56,Female,832,6601.82,2525,125.36,Withdrawal,Travel,8,6,3,13.32,0,1,63.38,6.9,0
TXN0010324,CUST94556,38,Female,766,70547.65,3737,39.06,Credit,Retail,20,0,5,142.47,0,1,93.66,1.9,0
TXN0010325,CUST55116,44,Female,736,6875.71,246,5.48,Transfer,ATM,1,0,4,159.4,0,1,5.36,0.0,0
TXN0010326,CUST21308,23,Male,633,36188.83,4655,32.79,Withdrawal,Retail,22,1,2,45.32,0,1,95.02,3.1,0
TXN0010327,CUST88110,43,Male,754,32250.7,2194,93.7,Transfer,Retail,20,0,1,39.14,0,1,1.06,1.4,0
TXN0010328,CUST47359,48,Male,349,3663.14,2316,94.34,Transfer,Travel,5,3,5,24.87,0,1,15.7,1.2,0
TXN0010329,CUST65118,49,Male,712,4302.36,3703,3.8,Withdrawal,Retail,22,6,2,78.44,0,1,94.88,1.9,0
TXN0010330,CUST68395,56,Female,682,2489.79,3018,55.89,Debit,Healthcare,2,6,3,55.44,0,1,41.62,1.5,0
TXN0010331,CUST37722,31,Male,461,49499.56,3103,1754.35,Debit,Travel,20,3,3,2.4,0,1,65.96,1.3,0
TXN0010332,CUST76013,34,Male,708,903.33,2739,97.93,Transfer,Online Services,5,1,2,20.94,0,1,38.68,2.0,0
TXN0010333,CUST55117,68,Male,728,1337.58,4889,432.9,Online Purchase,Retail,17,0,3,42.73,0,1,54.33,0.1,0
TXN0010334,CUST42973,39,Female,464,2989.2,2695,255.11,Transfer,Utilities,8,2,6,144.15,0,1,52.86,1.1,0
TXN0010335,CUST36812,44,Female,536,622.24,319,28.27,Withdrawal,Food & Dining,19,2,4,12.24,0,1,26.72,1.1,0
TXN0010336,CUST77164,41,Female,850,1695.39,192,29.77,Transfer,Retail,0,2,0,2.69,0,1,79.39,1.7,0
TXN0010337,CUST32440,30,Male,644,37983.96,1593,185.3,Transfer,Food & Dining,23,3,4,34.54,0,1,66.03,0.3,0
TXN0010338,CUST21173,64,Male,770,15875.47,41,33.8,Debit,Retail,12,2,4,9.52,0,1,54.0,2.2,0
TXN0010339,CUST89356,34,Male,786,2304.61,4320,712.47,Withdrawal,Healthcare,15,3,4,6.16,1,1,77.93,0.4,0
TXN0010340,CUST39862,26,Male,707,20849.64,1319,51.97,Transfer,Travel,18,4,5,9.83,0,3,73.37,2.8,0
TXN0010341,CUST67692,35,Male,774,208445.84,897,400.56,Online Purchase,Gambling,17,1,8,42.68,0,1,86.76,1.7,0
TXN0010342,CUST74478,18,Male,436,8635.19,1828,179.35,Debit,Travel,22,4,3,7.33,0,1,43.3,0.3,0
TXN0010343,CUST85449,32,Female,640,63363.74,4940,212.81,Debit,Retail,0,5,3,30.23,0,1,54.26,0.8,0
TXN0010344,CUST66310,28,Other,332,22762.28,782,29.95,Debit,Retail,8,5,6,115.08,0,1,7.59,0.0,0
TXN0010345,CUST73714,50,Male,476,2892.9,3346,631.49,Withdrawal,Healthcare,17,0,3,69.86,0,1,85.97,3.8,0
TXN0010346,CUST85348,32,Female,606,7010.3,3129,6027.07,Withdrawal,Food & Dining,19,2,7,52.43,0,1,37.65,1.6,0
TXN0010347,CUST94901,54,Male,593,12674.01,3305,16.79,Withdrawal,Retail,19,6,2,7.9,0,1,15.87,2.6,0
TXN0010348,CUST14217,61,Female,669,1285.69,2442,489.77,Transfer,Travel,15,5,5,56.5,0,1,42.41,3.1,0
TXN0010349,CUST76892,52,Female,662,44.85,3138,90.67,Debit,Retail,4,3,4,14.89,0,1,1.93,0.3,0
TXN0010350,CUST25695,38,Female,679,1095.17,3867,21.18,Credit,Online Services,15,3,4,35.48,0,1,66.5,2.1,0
TXN0010351,CUST90214,43,Male,683,101.02,901,13.37,Withdrawal,Food & Dining,10,3,7,3.73,0,1,69.72,0.6,0
TXN0010352,CUST14364,20,Male,700,1270.78,3097,19.12,Credit,Utilities,1,1,2,41.51,0,1,92.12,5.3,0
TXN0010353,CUST32209,40,Male,561,227.37,2177,24.19,Withdrawal,Food & Dining,13,0,4,146.41,0,1,84.23,1.4,0
TXN0010354,CUST27290,29,Male,586,23961.31,995,11.12,Debit,Online Services,21,1,5,149.6,0,1,5.86,0.0,0
TXN0010355,CUST64306,51,Female,661,584.83,1812,654.02,Transfer,ATM,19,2,2,34.39,0,1,71.4,0.8,0
TXN0010356,CUST10385,78,Female,662,13087.26,2041,88.58,Credit,ATM,6,5,1,28.75,1,1,9.12,2.2,0
TXN0010357,CUST11532,48,Female,548,19533.45,3279,189.31,Online Purchase,Travel,12,4,1,156.46,0,1,8.73,0.1,0
TXN0010358,CUST55378,18,Female,781,17373.75,590,11.31,Credit,ATM,4,6,6,20.42,0,1,0.57,0.0,0
TXN0010359,CUST97448,36,Female,743,170.2,1120,782.61,Debit,Retail,12,1,1,34.01,0,1,12.64,0.5,0
TXN0010360,CUST57547,43,Male,572,37077.29,1025,34.55,Debit,Gambling,21,1,4,179.7,0,1,7.44,0.2,0
TXN0010361,CUST50133,43,Male,642,10473.56,2123,930.22,Debit,Retail,9,2,2,119.66,0,1,76.96,4.4,0
TXN0010362,CUST69209,31,Female,850,20903.63,3515,201.6,Transfer,Food & Dining,5,4,6,5.66,0,1,10.64,1.3,0
TXN0010363,CUST59662,45,Male,682,132425.74,3960,16.11,Withdrawal,Food & Dining,15,4,3,5.42,0,1,69.34,0.8,0
TXN0010364,CUST44641,24,Male,707,20533.19,1507,173.87,Online Purchase,ATM,14,1,7,84.45,0,1,32.88,1.3,0
TXN0010365,CUST62968,28,Male,599,584.77,2698,85.22,Transfer,Food & Dining,22,3,6,73.27,0,1,29.49,0.8,0
TXN0010366,CUST10288,51,Female,631,15929.22,2950,15.7,Transfer,Online Services,14,3,1,102.73,0,1,23.76,2.6,0
TXN0010367,CUST32003,27,Female,828,328.16,238,13.17,Transfer,Food & Dining,20,2,3,95.83,0,1,94.29,3.7,0
TXN0010368,CUST70649,49,Male,677,4388.15,3916,394.74,Online Purchase,Food & Dining,3,5,2,7.08,1,1,35.28,1.6,0
TXN0010369,CUST40739,22,Female,657,1986.62,1019,792.01,Credit,Utilities,9,0,3,0.01,0,1,49.59,0.1,0
